;AKAP8L;ARID3B;ARNTL;ATF3;ATF4;BACH2;BATF;BATF3;BBX;CREM;E2F1;E4F1;EGR1;EGR2;ELF4;ELK1;ELK3;ETS2;ETV3;ETV6;FOS;FOSL1;FOXJ2;FOXO1;GATAD2B;GMEB1;GTF2B;GTF3A;HBP1;HSF2;IRF4;KLF13;KLF6;LHX4;LYL1;MAX;MEF2A;MNT;MXD1;MYBL1;MYBL2;MYPOP;NCOA3;NFX1;NR1D1;NR1H2;NR2C1;NR2F6;PKNOX1;PLSCR1;PRMT3;RARG;RBCK1;RBSN;RELB;RORC;SETDB1;SMYD3;SP4;SREBF1;SRF;STAT3;STAT6;TBX21;TET2;TFAP4;TFCP2;TFDP1;THAP1;TP53;TRERF1;TRPS1;WT1;YBX3;ZBTB16;ZBTB17;ZBTB3;ZBTB39;ZBTB40;ZBTB45;ZFP1;ZFP30;ZFP37;ZFP62;ZFP64;ZFP69B;ZFPM1;ZKSCAN4;ZKSCAN7;ZNF107;ZNF121;ZNF131;ZNF134;ZNF138;ZNF154;ZNF155;ZNF160;ZNF180;ZNF200;ZNF202;ZNF226;ZNF227;ZNF234;ZNF235;ZNF239;ZNF250;ZNF254;ZNF256;ZNF264;ZNF268;ZNF284;ZNF287;ZNF317;ZNF324;ZNF324B;ZNF329;ZNF337;ZNF33A;ZNF35;ZNF354B;ZNF354C;ZNF365;ZNF367;ZNF396;ZNF397;ZNF429;ZNF43;ZNF451;ZNF471;ZNF483;ZNF493;ZNF501;ZNF507;ZNF510;ZNF513;ZNF527;ZNF530;ZNF546;ZNF549;ZNF554;ZNF555;ZNF562;ZNF563;ZNF574;ZNF585A;ZNF586;ZNF589;ZNF599;ZNF615;ZNF619;ZNF620;ZNF621;ZNF629;ZNF649;ZNF669;ZNF672;ZNF675;ZNF718;ZNF746;ZNF766;ZNF776;ZNF777;ZNF784;ZNF787;ZNF789;ZNF79;ZNF808;ZNF823;ZNF827;ZNF844;ZNF879;ZNF880;ZSCAN12;ZSCAN2;ZSCAN20;ZSCAN21;ZXDC
ZNF234;0;0;0;0,003744622;-0,138871426;0;0;0;0,116586032;0;0;0;0;0;0;0;0;0;0,079836503;0;0;0;0;0;0;0;0;-0,14895129;0;0;0;0;0;-0,004234822;0;0;0;0;0;0;0;0;0,094072937;0;0;0;0;0;0;0;0;0;0;0,03486955;-0,019270293;0;0;0;0;-0,080107698;-0,077230735;0;0;0;0,018685569;0;0;0;0;0;0;0;0;0;0;0;0;0,061625674;0;0;0;0;0;0;0;0;0;0;0;0;0;0,083170289;0;0;0;0;0,082122472;0;0;0;0,065794574;0;-1;0,063196178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,107328669;0,059000999;0;0;0;0;0;0;0,092693786;0;0;0;0;0,00454549;0;0;0;-0,042730397;0;0;0;0;0;0;0;0;0;0,055226156;0;0;0;0;0,051195025;0;0;0,121881764;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZNF235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00208715;0;-0,00080473;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,06662086;0;0;0,000192873;0;0;0;0;0;0;0;0;0;0;0;0;0;0,083277403;0;0;0;0;0;0;-0,000777508;0;0;0;0;0;0,002728186;0;0;0;0;0;0,054740808;0;0;0;0,132942576;0;0;0;0;0;0;0;0;0,120879091;0;0,08862574;-1;0;0;0;0;0;0;0;0;0;0;0,005840893;0;0;0;0,027001674;0,005563161;0;0;0;0;0;0;0,103944299;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000102108;0;0;0;0;0;0;0;0;0;0;0;0;0,014170509;0;0;0;0;0;0;0;0;0;0;0;0;0;0,034696348;0;0;-0,000207968;0;0,008701734;0;0,013356587;0;0
ZNF239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,070728042;0,067778642;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,034839523;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,024237463;0;0;0;0;0;0;0;0;0;0,088053496;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,070344221;0;0;0;0;0,091172487;0;0;0;0;0;0;0;0;0
ZNF250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,051530691;0,02924435;0;0;0;0;0,162875213;0;0,131699758;0,110567191;0;0;0;0,015522215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,129975988;0;0;0;0;0,119423158;0;0;0;-1;0,101414606;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,086489089;0;0;0;0,060630702;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZNF254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,025482917;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,076193672;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,062380275;0;0;0,090855805;0;0;0;0;0;0,153064296;0;0;0;0,058364332;0;0;0,111362125;0;0,097396417;0;0;0,003915538;0;0;0;0,029969473;-1;0;0;0,022816052;0;0;0;0;0;0;0,006834248;0;0;0;0,0133567;0;0;0;0;0;0,114228645;0;0;0;0;0;0;0,023913122;0;0;0;0;0;0;0;0;0;-0,034148241;0;0;0;0;0;0;0;0;0;0;0;0;0;0,055709247;0;0;0,005574812;0;0;0;0,002276943;0;0;0,014475365;0;0;0;0;0;0;0;0;0
ZNF256;0;0;0;0;0;0;0;0;0;0;0;0;0,028789054;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,111528958;0;0;0;0;0;0;0;0;0;0;0;0;0;0,28711088;-0,000818209;0;0;0;0;0;0,194839391;0;0;0;0;0,110529388;0;0;-0,117133722;0;0;0;0;0;0;0;0,029667659;0;0;0;0;0;0;0;0;0;0;0;0,002062141;0;0;0,002136966;0;0,011545275;0;0;0;0;0;0;0;0;0;0,023661334;0;0;0;0;0;0,070577052;0;0;0;0;0;-1;0;0,062459957;0;0;0;0;0;0,000447337;0;0;0;-0,000247877;0;0;0,013419933;0;0,084181544;0;0;0;0;0;0;0,049542663;0;0;0;0,065474193;0;0;0;0;0,041004728;-0,055795917;0;0;0;0;0;0;0,00213806;0;0,037611975;0;0;0;0,082392752;0;0;0;0;0;0;0;0;0;0;0;0;0,063984435;0;0;0;0;0;0;0;0;0
ZNF264;0;0;0;0;0,101295451;0,001295826;0;-0,057705404;0;0;0;0;0;0;0;0;0;-0,002649691;0;0;0;0;0,001105624;0,090515217;-0,000555751;0;0;-0,111448497;0;0;0;0;0;0;0;-0,004863586;0;0,05593755;-0,032006641;0;0;0;0,033146671;0;0;0;0;0;0;-0,023810396;-0,021287273;0;0,0657191;0;0;0;0;0;0;0;0,058606092;-0,12295256;0;0;-0,038819636;0;0;0;-0,003922422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001074601;0;0;0,064503651;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,036389733;0;0;0;0;0;0,000169848;0;0;0;0;0;0;0;0;0;0;0,04375283;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003704371;0;0;0;0;0;0;0;0;0,017222447
ZNF268;0;0;0;0;0,057598467;0,028217432;-0,011964126;-0,012829613;0;0;0;0;0;0;0;0;0;0;-0,042283631;0;0;0;0;0,00641535;0;0;0;-0,168060864;0;0;0;-0,045686393;0,138636631;-0,017101813;0;0;0;0;0;0,00835791;0,003121769;0;0;0,099311019;0;-0,128360983;0;0;0;0;0;0;0;0;0;0;0;0;0,058325217;0,071391686;0;0;0;0;-0,006302401;0;0,001538029;0;0;0;0,000948138;0;0;0;0;0;0;0;0;-0,00789319;0,011674426;0;0;0,069557441;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00191325;0;0;0;0;0,025450142;0;0;-1;0;0;0;0;0;0,030075693;0;0,054745142;0,012806012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006764948;0;0;0;0;0;0;0;0,012747729;0;0;0;0;0;0;0;0;0;0;0;0;0,024281582;0;0;0;-0,003179664;0;0
ZNF284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,135222837;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,108623016;0;0;0;0;0;0;0,45199847;0;0,038821814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,054564799;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,215983127;0;0;0;0,037367912;0;0;0;0;0;0,150478815;0,119459456;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0,199147962;0;0;0;0;0,057618219;0;-0,001229797;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,07345506;0;0;0;0;0,089066377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZNF287;0;0;0;0;-0,055917287;0;0;0;0;0;0;0;0,024552713;0;0;0;0;0;0;0;0;0;0;0;-0,039739357;-0,086621134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001030207;0;0;0,175292132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0071212;0;0;0;0;0;0;0,01683409;0,003914769;0;0;0;0;0,022971345;0;0;0;0;0;0;0;0;0;-1;0,049598642;0;0;0;0;-0,069839621;0;0;0;0;0;0;0;0;0;0;0;0,001757541;0;0;0;0;0;0;0;0;0;0,035959173;0;0;0;0;0,078627773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,121680559;0;0;0;0;0;0;0;0;0;0;0;0,067793556;0;0;0;0,072550571;0
ZNF317;0;0,057674594;0;0;0;0;0;-0,062406582;-0,013488471;0;0;0;0;0;0,040157188;0;0;0;0;-0,001447374;0;0;0;0,004416131;-0,048493303;0;0;0;0;0;0;-0,112385242;0;0;0;0;0;0;0;0;0,00294408;0;0;0;0;0,139746717;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,073383042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,033479709;0;0;0,018256061;0;0;0;0,047246618;0;0;0;0;0;0;0;0;0;0;0;0,002907471;-1;0;0;0;0;-0,052057469;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000602054;0;0;0,026961569;0;0;0;0;0;0;0;-0,014989084;0;0;0;0;0,044447457;0;0;0;0;0;0;0;0,024136549;0;0;0;0;0;0;0,001914452;0;0
ZNF324;0;0;0;0;0;0;0;0;0;0;0;0;-0,009668168;0;0;0,106310398;0;0;0;0;0;0;0;0,088576946;0;0;0;0;0;0;0;0;0,264117588;0;0;0;0;0;0;0;0,066178629;0;0;0;0;0,134629989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,064241693;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,057270571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0,046246271;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZNF324B;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,117187223;0;0;0,0684175;0;0;0;0;0;0;0;0;0;0;0;0;0;0,12718748;0;0;0;0;0,056733872;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001877393;0;0;0;0,001224992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,037536613;0;0;0;0,015386075;0;0,042488242;-1;0;0;0;0,011141838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,084161015;0;0;0;0,046882373;0,019970946;0;0;0;0;0;0;0;0;0;0;0;-0,00107765;0;0;0;0,027599214;0;0;0;0;0;0,019647975;0;0;0;0
ZNF329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,064862611;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,061824734;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,000623503;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,067059415;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,019724485;0;0;0;0;0;0;0;0;0,0058039;0;0;0;0,037510928;0;0,083996283;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,011815878;0;0,038517507;0;0;0,05572056;0;0;0,043892414;0;0;0;0;0,007536173;0,061994794;0;0;0;0;0;0,006454141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZNF337;0,10425869;0;0;0;0,147548915;0;0;0;0,10840109;-0,004166961;-0,000485226;0;0;0;0;0;0;0,00061625;0,058232379;0;0;0;0;0;0;0;0,076070247;-0,224333676;0;0;0;0;-0,127143934;0,045310504;0;-0,107467222;0,01801972;0;0;0;0;-0,03381292;0;0;0;0;0;0;0;0;0;0;0,11688539;0;0;0;0;0;0;0;0;-0,168430103;0;0;0;-0,054605353;0;-0,032627785;0;0;0;-0,027170374;0;0;0,001049132;0,06497752;0;0;0;-0,000730054;0;0;0;0,035733354;0,027734674;0;0;0;0;0;-0,000117741;0;0;0;0;0;0,055119136;0;0;0;0;0;0;0;0;0;0,001637353;0;0;0;0;0;0;0;0;0;-1;0;0;0;0,043731181;0;0;0;0;0;0;0;0;0;0,056120776;0;0;0;0;0;-0,008793399;0;0;0,014305785;0;0;0;0;0;0;0;0;0;0;0;0;0;0,038406745;0;0;0,055879956;0;0,072682514;0;0;0;0;0,018168819;0;0;0;0;0;0;0;0;0;0;0;0;0
ZNF33A;0;0;0;0;0,183660418;0,003840364;0;-0,007789717;-0,069876385;0;-0,005025045;0;0;0;0;0;0,05547335;-0,000962578;0;0;0;-0,006947779;0;-0,039099604;0,0006577;0,042719779;0,066297132;-0,030407048;0;0,00043905;-0,039609753;0,076115592;0;-0,039758729;0;-0,012052893;0,002416307;0;0,001541944;0,047215812;-0,066044549;0,131407615;0,066498439;0;0;-0,124050573;0;0;-0,024434262;-0,073961645;5,44716E-05;-0,016429454;0;-0,002481354;0;0;0;0;0;0;-0,06252201;-0,021812781;0;0;0;0;0;-0,011522292;0,09195954;0;0;0;0,004178324;0;0;0,101331671;0;0;0,009564503;0;0;0,017047679;0;0,025788342;0;0;0;0;0;0,079837346;0;0,139400821;0;0;0;0;0;0,025431507;0;0;0;0;0;0;0;0;0;0;0;0,024102034;0;-0,002875865;-0,069160958;-0,037286279;0;0;0;-1;-0,00132473;0,007507712;0,038009147;0;0;0;0,001217889;0;0,076910096;0;0;0;-0,060366105;0;0,074580118;0,017297253;0;0;0;0;0;0;0;0;0;-0,069460709;0;0;0;0,014415537;0;0;0;0;0;-0,035953364;-0,002498572;0;0,064134676;0;0,023611892;0;0,0207113;0;0;0,011433656;0;-0,021952821;0;0;0;0;0;0;0;0;0;0,002974619;0
ZNF35;0,120821185;0;0;0;0;0;0;0;0;0,196166282;0;0;0,080384878;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,198752909;0;0;0;0;0;0;0;0;0;0;0;0;0,171216192;0;0;0;0;0;0;0;0;0,153737325;0;0;0;0;0;0,092118651;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,031743983;0;0;0,036873699;0;0;0,01563616;0;0;0;0;0;0;0;0;0;0,128651375;0;0;0;0;0;0;0;0;0;0;0,154392416;0;0;0;0;0;0;0;0,278867571;-1;0;0;0;0;0;0;0;0,111279755;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,06094441;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZNF354B;0,10393384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-9,52016E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,153537531;0;-0,000190697;0;0;0;0;0;0;0;0;0;0;0;0;0,014307951;0;0;0;0;0;0;0;0;0;-0,156872396;0;0;0,091823957;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,000216477;0;0;0;0;0;0;0;0,022167834;0,093163679;0;0;0;0;0;-0,00029171;0;0;0;0;0;0;0;-0,001216355;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1365965;0;-1;0;0;0;0;0;0;0,08560863;0,093350488;0;0;0;0;0,10407073;0,042797785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,071833834;0;0,18160873;0,040438718;0;0,135499592;0;0;0;0;0;0,00025068;0;0;0;0;0,037161628;0;0;0;0;0;0
ZNF354C;0;0;0;0;0;0;0;0;0;0;0;0;0;0,063128439;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,206094349;0;0;0;0;0;0;0;0,099209388;0;0;0;0;0;0;0;0;0;0;0;0;0,135042899;0;0;0;0,00067895;0;0;0;0;0;0;0;0;0;0;0,037684657;0;0;0;0,029702854;0;0;0;0,087500952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,055964557;0;0;0;0;0;0;0;0;0;0,124159048;0;0;0,053613512;-1;0;0;0;0;0;0;0,22942792;0;0;0;0;0,14223436;0,067313349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,079811059;0;0;0;0;0;0,075217732;0;0;0;0;0;0;0;0;0;0
ZNF365;0;0;0;0,075260332;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,871249609;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,417731269;0;0;0;0;0;0;0;0;0;0;0;0;0,171857986;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,10386026;0;0;0;0;0;0,08334963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0,090335903;0;0;0;0;0,053510462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,263762973;0;0;0;0;0,094428397;0;0;0;0;0;0;0;0;0;0;0;0;0,050762443;0;0
ZNF367;0;0;0;0;0;0;0;0;0;0;0,170784694;0;0;0;0;0;0;0;0,07403131;0;0;0;0;0;0,121849575;0;-0,185154892;0;0;0;0,214566828;0;0;0;0;0;0,10241828;0;0;0,053058634;0,075880797;0;0;0,074804564;0;0;0;0;0;0;0;-0,11071775;0;0;0;0;0;0;0,118216841;0,116154186;0;0;0;0;0;0;0,113531852;0,158492578;0;-0,135047596;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,029221631;0;0;0,022719924;0;0;0;0,038589183;0;0;0;0;0;0;0;0;0;0;0;0,046155034;0,023330241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,073786543;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZNF396;0;0;0;0;0;0;0;0;0,061273384;0;0;0;0;0,100298812;0;0;0;0;0;0,001067473;0,093399606;0;0;0;0;0;0;0;0;0;0;0;0;0,04893763;0,096806801;0;0;0;0;0;0;-0,00025009;0;0;0,186801706;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,208297211;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,001362148;0;0;0,001366396;0;0;0,064653998;0;0;0;0;0;0,045445909;0;0;0;0;0;0;0;0;0;0;0;0,00072361;0;0;0;0;0;0;0;0;0;0;0,211284634;0;0;0;0,061509582;0;-1;0;0;0;0;0,079593203;0;0;0;0;0;0;0;0;0;0;0;0;0,15648863;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000634205;0,018434644;0;0;0;0;0,103910157;0;0;0;0;0;0;0,116309928;0;0;0;0;0;0;0
ZNF397;0;0;0;0;0;0;0;-0,021631239;0,109893189;0;0;0;0,028219954;0;-0,019733157;0;0;0;0;0;0;0;0;0,030775537;0;0;0;-0,19442662;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,036752856;-0,040852975;0;0;0;0;0;0;0;0;0;0;0,168745222;0;0;0;0;0;0;0;0,090234602;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,064804188;0,096432597;0;0;0;0;0,07097269;0;0;0;0;0;0,011597728;0;0;0;0;0;0,050409234;0;-0,008222074;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0,004712;0;0;0;0;0,052927376;0;0,048317861;0;0;0;0;0,036358205;0;0;0;0,012762781;0;0;0;0;0;0;0;0;0;0,046477715;0;0;0;0;0;0;0;0,065251553;0;0;0;0;0;0;0;0;0;0,010510778;0;0;0;0;0;0;0
ZNF429;0;0;0;0;-0,062483534;0;0;-0,021869315;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,079925424;0;0;0;0;0;0,136823731;0;0;0;0;0;0;0;-0,021877169;0;0;0;0;0;0;0;0;-0,012227527;0;0;0;0;0;0;0;0;0;0;0;0,008477531;0;0;0;0;0;0;0;0;0;0,036681929;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,049941515;0,051958027;0;0;0,063697948;0;0;0,079137714;0;0;0;0;0;0;0;0;0;-0,00124766;0;0;0;0;0,012981038;0;0;0;0;0;0;0;0;0;0;0;0;0,050108211;-1;0,073257638;0;0;0;0,060799089;0;0;0;0;0;0;0,003224859;0;0;0,027356368;0;0;0;0,062305042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,126174473;0;0;0;0;0,056348685;0;0;0;0;0;0;0;0;0;0;0;0
ZNF43;0;0;0;0;-0,00112215;0;0;0;0,086902114;0;0;0;0;0;0;0;0;0;0;0;0;0;0,041770378;0;0;-8,55558E-05;0;0;0;0;0;0;0;0;0;-0,032751932;0;0;0;0;0;0;0;0;0;-0,226423148;0;0;0;0;0;-0,044774496;0;0;0;0;0;0;0;0;0;0,003297719;0;0;0,084493754;0;-0,035181925;0;0;0;0;0;0;0;0;-0,002594315;0;0;0;0;0;0;0;0;0;0;0;0;0;0,068838186;0;0,065336846;0;0;0;0;0;0;0;0;0;0;0,005278129;0;0;0;0,067164428;0;0;0;0;0;0;0;0;0;0;0,086495095;0,011074872;-0,015748865;0;0;0;0;0;0,097621425;-1;0,091949027;0;0;0,023035042;0;0;0;0;0;0;0;0,031469505;0;0;0,004036306;0;0;-0,001308527;0;0;0;0;0;0,003937273;0,012523483;0;0;0;0;0,059441074;0,048001338;0;0;0;0;0;0;0;0;0,031647723;0;0,000182218;0;0;0;0;0;0;0;0
ZNF451;0;-0,053602995;0;0;-0,117019891;0,017020809;-0,008970168;0;0;-0,051526293;0;0;-0,018921788;0;0;-0,038184515;0,084406186;0;0,017556433;0;0;0;0;0;0;0;-0,074563885;-0,106904887;0;0;0,047831417;-0,043590531;-0,052383193;0;0,010597768;0;0,006999515;0;0,029936062;0;-0,031464941;0;0,107952247;0;0,002734172;0;0;0;0;0;0;0;-0,00059273;0,036007454;0;0;0;0;0,053300219;0;0,049077477;0,098101254;0;0;0,060838577;0,000821285;0;0;0;0;0;0,019897918;0;0;0;-0,059146118;0;0;0,03273294;0;0;0;0;0;0;0;0;0;0;0,026693123;0;0,065235461;0;0;0;0;0,07407878;0;0;0,024435072;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,012436519;0;0,039255623;0,011584626;0;0;0;0;0;0;-1;0;0,008262196;0;0;0,026641534;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,014557673;0;0;0;0;0;0;0;0
ZNF471;0;0;0;0;0;0,201874703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,132002239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,229933532;0;0;0;0;0,069490521;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,112450222;0,054498777;0;0,092362314;0;0;0;0;-1;0,126903432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,098209738;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,09056484;0;0
ZNF483;0;0;0;0;0;0;0;0;0;0;0;0;0,086406283;0;0;0;0;0;0,078200458;0;0,024729214;0;0;0;0;0;0;0;0;0;0,198227024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,214115356;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,262345019;0;0;0;0;0;0,25212548;0;0;0;0,155346616;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,223994865;0,026928202;-1;0;0;0;0;0;0;0;0;0;0,023525116;0,037222391;0,163966836;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
